Order ID,Order Date,Customer ID,Product,Category,Sales,Quantity,Region
ORD0053,2023-07-17,CUST567,Camera,Electronics,816.71,3,South
ORD0054,2023-09-25,CUST988,Tablet,Electronics,620.7,5,West
ORD0055,2023-12-03,CUST136,Camera,Electronics,1746.79,5,East
ORD0056,2023-03-09,CUST572,Headphones,Accessories,300.58,5,East
ORD0057,2023-03-09,CUST462,Smartphone,Electronics,994.36,3,North
ORD0058,2023-02-04,CUST254,Smartphone,Electronics,722.26,5,North
ORD0059,2023-03-19,CUST228,Laptop,Electronics,1116.87,2,South
ORD0060,2023-11-26,CUST391,Headphones,Accessories,587.05,3,South
ORD0061,2023-05-17,CUST811,Tablet,Electronics,1186.22,5,South
ORD0062,2023-02-18,CUST216,Laptop,Electronics,1273.03,4,West
ORD0063,2023-02-18,CUST351,Headphones,Accessories,623.39,3,West
ORD0064,2023-10-20,CUST238,Camera,Electronics,392.65,3,North
ORD0065,2023-07-19,CUST777,Laptop,Electronics,1896.94,4,East
ORD0066,2023-07-05,CUST383,Tablet,Electronics,577.47,2,South
ORD0067,2023-09-28,CUST370,Tablet,Electronics,771.14,4,East
ORD0068,2023-07-19,CUST886,Camera,Electronics,1776.77,3,West
ORD0069,2023-11-12,CUST468,Smartphone,Electronics,926.4,1,North
ORD0070,2023-04-08,CUST589,Headphones,Accessories,435.92,5,North
ORD0071,2023-10-02,CUST260,Laptop,Electronics,756.51,4,West
ORD0072,2023-07-09,CUST804,Headphones,Accessories,912.15,1,South
ORD0073,2023-01-02,CUST352,Smartphone,Electronics,1908.26,2,West
ORD0074,2023-08-23,CUST892,Tablet,Electronics,292.75,2,West
ORD0075,2023-08-25,CUST570,Camera,Electronics,639.27,4,East
ORD0076,2023-04-07,CUST927,Laptop,Electronics,1839.19,1,East
ORD0077,2023-08-18,CUST891,Camera,Electronics,684.52,3,West
ORD0078,2023-05-26,CUST238,Laptop,Electronics,1504.8,5,West
ORD0079,2023-07-15,CUST681,Tablet,Electronics,323.34,4,West
ORD0080,2023-06-20,CUST685,Smartphone,Electronics,1072.42,4,East
ORD0081,2023-03-23,CUST839,Camera,Electronics,1563.2,2,South
ORD0082,2023-08-22,CUST925,Headphones,Accessories,505.05,4,East
ORD0083,2023-07-03,CUST341,Camera,Electronics,1892.41,5,East
ORD0084,2023-10-21,CUST892,Smartphone,Electronics,1698.51,4,North
ORD0085,2023-01-03,CUST917,Tablet,Electronics,563.5,3,West
ORD0086,2023-03-07,CUST153,Laptop,Electronics,649.39,1,North
ORD0087,2023-03-25,CUST351,Smartphone,Electronics,423.24,2,North
ORD0088,2023-08-24,CUST709,Camera,Electronics,1191.48,4,South
ORD0089,2023-04-18,CUST944,Laptop,Electronics,459.99,4,East
ORD0090,2023-05-17,CUST517,Tablet,Electronics,1786.02,3,South
ORD0091,2023-09-17,CUST679,Headphones,Accessories,559.03,2,North
ORD0092,2023-05-29,CUST422,Laptop,Electronics,904.42,4,North
ORD0093,2023-09-29,CUST750,Camera,Electronics,1116.68,2,South
ORD0094,2023-08-31,CUST546,Laptop,Electronics,1871.25,5,South
ORD0095,2023-07-27,CUST269,Tablet,Electronics,1779.13,5,South
ORD0096,2023-01-01,CUST932,Laptop,Electronics,1243.56,3,South
ORD0097,2023-08-30,CUST203,Headphones,Accessories,1935.83,4,North
ORD0098,2023-01-07,CUST398,Camera,Electronics,1983.78,2,East
ORD0099,2023-05-07,CUST632,Tablet,Electronics,892.96,4,South
ORD0100,2023-05-24,CUST828,Laptop,Electronics,1132.13,5,East
ORD0101,2023-07-02,CUST467,Tablet,Electronics,1932.53,2,West
ORD0102,2023-08-10,CUST277,Smartphone,Electronics,1892.97,5,East
ORD0103,2023-08-14,CUST397,Tablet,Electronics,237.72,4,East
ORD0104,2023-04-22,CUST727,Laptop,Electronics,976.99,2,East
ORD0105,2023-10-04,CUST342,Headphones,Accessories,1206.12,2,East
ORD0106,2023-02-14,CUST845,Tablet,Electronics,810.8,5,North
ORD0107,2023-05-14,CUST690,Smartphone,Electronics,543.19,4,West
ORD0108,2023-10-29,CUST777,Laptop,Electronics,628.85,1,West
ORD0109,2023-01-14,CUST629,Headphones,Accessories,1643.88,4,West
ORD0110,2023-04-29,CUST357,Headphones,Accessories,1694.01,4,West
ORD0111,2023-07-22,CUST743,Laptop,Electronics,1469.06,5,North
ORD0112,2023-12-29,CUST330,Tablet,Electronics,1605.69,3,South
ORD0113,2023-07-13,CUST713,Camera,Electronics,772.64,2,South
ORD0114,2023-04-13,CUST189,Headphones,Accessories,903.36,5,East
ORD0115,2023-03-17,CUST836,Tablet,Electronics,1458.1,2,East
ORD0116,2023-01-06,CUST527,Smartphone,Electronics,620.58,3,East
ORD0117,2023-04-17,CUST940,Smartphone,Electronics,306.6,2,East
ORD0118,2023-07-28,CUST865,Headphones,Accessories,1601.46,4,North
ORD0119,2023-01-20,CUST192,Headphones,Accessories,1751.41,1,East
ORD0120,2023-05-27,CUST474,Headphones,Accessories,1334.88,3,South
ORD0121,2023-11-16,CUST841,Headphones,Accessories,828.45,4,West
ORD0122,2023-06-04,CUST563,Tablet,Electronics,1486.69,3,North
ORD0123,2023-08-12,CUST225,Smartphone,Electronics,1013.74,5,South
ORD0124,2023-03-06,CUST845,Tablet,Electronics,1746.96,4,North
ORD0125,2023-07-18,CUST600,Laptop,Electronics,1423.36,2,North
ORD0126,2023-11-27,CUST487,Laptop,Electronics,1607.28,3,North
ORD0127,2023-02-24,CUST770,Headphones,Accessories,800.35,1,West
ORD0128,2023-12-20,CUST669,Smartphone,Electronics,1849.93,5,East
ORD0129,2023-11-01,CUST856,Headphones,Accessories,1654.32,1,North
ORD0130,2023-04-27,CUST433,Tablet,Electronics,1471.93,5,North
ORD0131,2023-06-17,CUST569,Headphones,Accessories,892.61,5,East
ORD0132,2023-04-15,CUST179,Smartphone,Electronics,1313.2,3,South
ORD0133,2023-09-30,CUST783,Tablet,Electronics,1066.06,2,North
ORD0134,2023-03-13,CUST712,Camera,Electronics,818.31,4,North
ORD0135,2023-09-18,CUST825,Headphones,Accessories,1694.95,3,East
ORD0136,2023-04-13,CUST951,Smartphone,Electronics,851.69,4,South
ORD0137,2023-11-14,CUST831,Headphones,Accessories,608.37,5,West
ORD0138,2023-10-17,CUST952,Camera,Electronics,466.04,3,North
ORD0139,2023-07-12,CUST234,Headphones,Accessories,1382.23,1,South
ORD0140,2023-07-03,CUST372,Headphones,Accessories,700.8,2,West
ORD0141,2023-09-10,CUST735,Headphones,Accessories,1235.5,3,South
ORD0142,2023-01-01,CUST822,Camera,Electronics,1444.87,5,East
ORD0143,2023-08-07,CUST187,Smartphone,Electronics,1310.23,2,South
ORD0144,2023-09-02,CUST771,Headphones,Accessories,897.09,3,North
ORD0145,2023-11-18,CUST977,Laptop,Electronics,1964.45,2,South
ORD0146,2023-07-24,CUST352,Smartphone,Electronics,805.75,5,West
ORD0147,2023-01-06,CUST559,Smartphone,Electronics,1805.47,3,South
ORD0148,2023-06-21,CUST389,Camera,Electronics,1399.91,3,North
ORD0149,2023-12-31,CUST570,Laptop,Electronics,631.87,2,South
ORD0150,2023-10-23,CUST459,Tablet,Electronics,555.19,3,East
ORD0151,2023-05-22,CUST450,Camera,Electronics,1118.6,1,North
ORD0152,2023-03-05,CUST510,Smartphone,Electronics,1972.74,2,West
ORD0153,2023-08-31,CUST119,Smartphone,Electronics,1143.14,5,South
ORD0154,2023-01-08,CUST765,Camera,Electronics,1656.36,2,West
ORD0155,2023-05-27,CUST366,Laptop,Electronics,1289.3,5,East
ORD0156,2023-07-08,CUST466,Smartphone,Electronics,384.98,2,South
ORD0157,2023-10-28,CUST379,Tablet,Electronics,101.34,3,South
ORD0158,2023-08-21,CUST570,Smartphone,Electronics,848.37,2,North
ORD0159,2023-05-04,CUST586,Camera,Electronics,159.65,3,West
ORD0160,2023-06-14,CUST538,Tablet,Electronics,1149.99,4,North
ORD0161,2023-11-17,CUST517,Camera,Electronics,1354.5,1,West
ORD0162,2023-09-15,CUST224,Tablet,Electronics,559.85,5,West
ORD0163,2023-12-02,CUST872,Camera,Electronics,1192.28,1,West
ORD0164,2023-03-11,CUST205,Headphones,Accessories,1669.06,5,East
ORD0165,2023-12-24,CUST337,Camera,Electronics,347.2,2,South
ORD0166,2023-01-18,CUST417,Tablet,Electronics,1262.03,4,North
ORD0167,2023-11-03,CUST446,Smartphone,Electronics,249.02,4,North
ORD0168,2023-08-19,CUST125,Camera,Electronics,524.78,5,West
ORD0169,2023-06-01,CUST512,Tablet,Electronics,1687.81,1,South
ORD0170,2023-04-20,CUST954,Headphones,Accessories,828.85,2,North
ORD0171,2023-08-16,CUST736,Smartphone,Electronics,239.16,2,East
ORD0172,2023-04-24,CUST388,Laptop,Electronics,1936.02,2,West
ORD0173,2023-04-28,CUST448,Camera,Electronics,427.51,4,North
ORD0174,2023-03-10,CUST417,Smartphone,Electronics,552.93,4,East
ORD0175,2023-12-07,CUST622,Laptop,Electronics,1767.24,3,North
ORD0176,2023-11-10,CUST836,Laptop,Electronics,652.35,4,East
ORD0177,2023-06-26,CUST913,Camera,Electronics,1887.98,4,West
ORD0178,2023-01-26,CUST833,Headphones,Accessories,1890.32,5,East
ORD0179,2023-08-22,CUST207,Laptop,Electronics,1458.84,2,North
ORD0180,2023-11-25,CUST224,Laptop,Electronics,873.8,3,West
ORD0181,2023-05-23,CUST926,Camera,Electronics,856.08,3,East
ORD0182,2023-03-02,CUST611,Tablet,Electronics,763.47,4,South
ORD0183,2023-10-13,CUST899,Smartphone,Electronics,763.58,4,South
ORD0184,2023-07-02,CUST746,Smartphone,Electronics,440.53,3,East
ORD0185,2023-04-24,CUST909,Camera,Electronics,1626.06,4,South
ORD0186,2023-12-13,CUST231,Headphones,Accessories,1621.85,5,West
ORD0187,2023-05-04,CUST153,Tablet,Electronics,1924.41,1,West
ORD0188,2023-06-21,CUST910,Tablet,Electronics,1744.62,3,West
ORD0189,2023-03-18,CUST669,Headphones,Accessories,481.37,1,North
ORD0190,2023-06-13,CUST915,Headphones,Accessories,107.51,4,West
ORD0191,2023-03-24,CUST912,Smartphone,Electronics,1446.01,3,North
ORD0192,2023-06-16,CUST523,Smartphone,Electronics,1086.08,5,West
ORD0193,2023-11-08,CUST582,Smartphone,Electronics,239.92,4,North
ORD0194,2023-08-27,CUST371,Camera,Electronics,78.9,4,East
ORD0195,2023-09-12,CUST298,Smartphone,Electronics,939.29,4,West
ORD0196,2023-04-16,CUST112,Tablet,Electronics,1886.57,2,East
ORD0197,2023-07-17,CUST838,Laptop,Electronics,214.26,4,West
ORD0198,2023-01-10,CUST142,Tablet,Electronics,330.18,5,South
ORD0199,2023-03-07,CUST626,Camera,Electronics,635.66,3,East
ORD0200,2023-02-26,CUST981,Smartphone,Electronics,987.93,5,East
ORD0201,2023-03-22,CUST460,Camera,Electronics,1593.31,3,West
ORD0202,2023-12-14,CUST319,Headphones,Accessories,717.85,4,South
ORD0203,2023-10-06,CUST630,Camera,Electronics,185.78,5,West
ORD0204,2023-07-19,CUST953,Tablet,Electronics,996.15,5,West
ORD0205,2023-08-10,CUST517,Smartphone,Electronics,1759.83,5,West
ORD0206,2023-03-06,CUST969,Laptop,Electronics,977.49,4,South
ORD0207,2023-04-25,CUST611,Headphones,Accessories,97.17,3,West
ORD0208,2023-10-28,CUST733,Tablet,Electronics,688.43,3,South
ORD0209,2023-10-07,CUST150,Laptop,Electronics,1545.01,1,West
ORD0210,2023-06-03,CUST548,Tablet,Electronics,1989.16,3,East
ORD0211,2023-02-08,CUST625,Headphones,Accessories,1645.45,1,South
ORD0212,2023-12-14,CUST437,Tablet,Electronics,1087.67,3,North
ORD0213,2023-09-24,CUST179,Tablet,Electronics,802.47,3,East
ORD0214,2023-03-27,CUST517,Smartphone,Electronics,1803.67,1,South
ORD0215,2023-05-24,CUST551,Tablet,Electronics,1202.97,4,West
ORD0216,2023-09-07,CUST669,Camera,Electronics,1227.93,5,North
ORD0217,2023-11-06,CUST175,Smartphone,Electronics,1015.81,4,East
ORD0218,2024-01-01,CUST612,Camera,Electronics,1715.96,2,North
ORD0219,2023-09-26,CUST141,Camera,Electronics,329.81,1,North
ORD0220,2023-02-27,CUST119,Laptop,Electronics,665.88,3,West
ORD0221,2023-10-10,CUST549,Camera,Electronics,871.1,5,West
ORD0222,2023-01-29,CUST592,Smartphone,Electronics,1773.55,1,East
ORD0223,2023-08-06,CUST115,Smartphone,Electronics,1378.99,3,East
ORD0224,2023-01-05,CUST808,Camera,Electronics,541.05,2,South
ORD0225,2023-05-29,CUST639,Camera,Electronics,1305.94,1,West
ORD0226,2023-12-27,CUST314,Laptop,Electronics,608.01,4,South
ORD0227,2023-01-21,CUST298,Tablet,Electronics,1230.56,4,West
ORD0228,2023-07-31,CUST940,Headphones,Accessories,188.08,2,West
ORD0229,2023-05-15,CUST174,Camera,Electronics,134.15,4,East
ORD0230,2023-02-05,CUST455,Headphones,Accessories,978.06,2,East
ORD0231,2023-07-21,CUST970,Smartphone,Electronics,534.43,2,South
ORD0232,2023-11-17,CUST609,Smartphone,Electronics,874.25,1,East
ORD0233,2023-12-01,CUST385,Headphones,Accessories,1087.49,3,East
ORD0234,2023-01-19,CUST109,Laptop,Electronics,1855.77,1,West
ORD0235,2023-01-26,CUST614,Smartphone,Electronics,212.83,4,North
ORD0236,2023-08-19,CUST824,Smartphone,Electronics,661.72,5,West
ORD0237,2023-07-26,CUST280,Camera,Electronics,1707.53,4,West
ORD0238,2023-07-27,CUST336,Smartphone,Electronics,1055.45,5,North
ORD0239,2023-09-08,CUST888,Camera,Electronics,1247.85,3,West
ORD0240,2023-09-30,CUST212,Smartphone,Electronics,801.87,4,North
ORD0241,2023-12-03,CUST902,Camera,Electronics,1915.25,1,West
ORD0242,2023-02-12,CUST326,Smartphone,Electronics,1438.42,3,West
ORD0243,2023-11-02,CUST670,Tablet,Electronics,1540.85,4,North
ORD0244,2023-12-01,CUST803,Smartphone,Electronics,371.22,2,North
ORD0245,2023-05-29,CUST935,Headphones,Accessories,1897.04,5,South
ORD0246,2023-08-18,CUST999,Smartphone,Electronics,1950.73,5,West
ORD0247,2023-01-20,CUST672,Camera,Electronics,1992.85,3,West
ORD0248,2023-08-05,CUST914,Tablet,Electronics,891.45,4,West
ORD0249,2023-10-09,CUST493,Laptop,Electronics,1947.17,4,North
ORD0250,2023-06-24,CUST819,Laptop,Electronics,1931.66,4,North
ORD0251,2023-01-26,CUST354,Headphones,Accessories,1733.0,1,East
ORD0252,2023-01-20,CUST109,Camera,Electronics,1542.21,1,East
ORD0253,2023-01-28,CUST736,Headphones,Accessories,998.92,4,South
ORD0254,2023-06-09,CUST367,Laptop,Electronics,1374.49,4,East
ORD0255,2024-01-01,CUST476,Tablet,Electronics,1402.42,1,South
ORD0256,2023-06-11,CUST204,Tablet,Electronics,786.97,1,North
ORD0257,2023-09-13,CUST359,Smartphone,Electronics,748.94,2,South
ORD0258,2023-07-14,CUST693,Camera,Electronics,1952.3,1,West
ORD0259,2023-07-08,CUST624,Headphones,Accessories,970.45,2,South
ORD0260,2023-05-24,CUST929,Laptop,Electronics,1856.64,4,South
ORD0261,2023-02-13,CUST166,Camera,Electronics,1859.75,2,East
ORD0262,2023-07-02,CUST704,Camera,Electronics,1145.94,1,South
ORD0263,2023-12-17,CUST969,Smartphone,Electronics,1445.84,1,South
ORD0264,2023-07-16,CUST537,Smartphone,Electronics,1415.77,4,South
ORD0265,2023-03-18,CUST191,Smartphone,Electronics,1555.94,4,West
ORD0266,2023-02-10,CUST959,Headphones,Accessories,1556.98,4,North
ORD0267,2023-04-17,CUST888,Smartphone,Electronics,1252.49,3,South
ORD0268,2023-05-02,CUST384,Headphones,Accessories,1535.22,1,South
ORD0269,2023-01-01,CUST450,Headphones,Accessories,1605.33,1,North
ORD0270,2023-10-26,CUST560,Smartphone,Electronics,1170.77,1,West
ORD0271,2023-08-04,CUST113,Laptop,Electronics,584.29,5,South
ORD0272,2023-02-18,CUST250,Smartphone,Electronics,846.97,3,South
ORD0273,2023-09-08,CUST751,Tablet,Electronics,1254.14,2,South
ORD0274,2023-08-18,CUST934,Laptop,Electronics,1904.82,4,West
ORD0275,2023-01-12,CUST562,Laptop,Electronics,1459.33,5,East
ORD0276,2023-01-17,CUST518,Tablet,Electronics,419.18,4,East
ORD0277,2023-04-08,CUST983,Camera,Electronics,1815.84,3,North
ORD0278,2023-02-10,CUST731,Camera,Electronics,1854.13,4,South
ORD0279,2023-10-13,CUST179,Camera,Electronics,849.45,4,West
ORD0280,2023-03-28,CUST206,Laptop,Electronics,879.31,5,West
ORD0281,2023-10-04,CUST731,Camera,Electronics,359.51,2,South
ORD0282,2023-11-07,CUST436,Tablet,Electronics,1603.01,5,South
ORD0283,2023-11-27,CUST938,Laptop,Electronics,359.69,1,East
ORD0284,2023-04-15,CUST421,Headphones,Accessories,709.61,2,West
ORD0285,2023-08-13,CUST791,Camera,Electronics,900.18,5,South
ORD0286,2023-09-08,CUST597,Smartphone,Electronics,1448.25,1,East
ORD0287,2023-04-23,CUST239,Smartphone,Electronics,1259.81,5,West
ORD0288,2023-03-16,CUST239,Headphones,Accessories,1968.55,5,East
ORD0289,2023-11-12,CUST134,Tablet,Electronics,817.74,4,South
ORD0290,2023-10-22,CUST106,Smartphone,Electronics,1423.62,3,East
ORD0291,2023-11-19,CUST509,Headphones,Accessories,1629.83,3,West
ORD0292,2023-07-24,CUST169,Smartphone,Electronics,252.86,4,West
ORD0293,2023-07-18,CUST948,Laptop,Electronics,1594.42,5,East
ORD0294,2023-12-03,CUST657,Laptop,Electronics,1135.53,1,North
ORD0295,2023-08-20,CUST755,Headphones,Accessories,410.03,1,North
ORD0296,2023-05-25,CUST668,Smartphone,Electronics,1616.24,4,West
ORD0297,2023-03-10,CUST622,Camera,Electronics,269.5,2,South
ORD0298,2023-12-11,CUST202,Smartphone,Electronics,304.97,4,South
ORD0299,2023-06-29,CUST819,Camera,Electronics,708.47,4,West
ORD0300,2023-11-13,CUST629,Tablet,Electronics,1224.14,4,West
ORD0301,2023-01-31,CUST419,Smartphone,Electronics,782.61,5,North
ORD0302,2023-12-15,CUST634,Headphones,Accessories,1982.09,3,South
ORD0303,2023-04-16,CUST700,Laptop,Electronics,1786.14,2,West
ORD0304,2023-10-27,CUST810,Tablet,Electronics,459.21,5,South
ORD0305,2023-06-03,CUST934,Tablet,Electronics,959.8,4,West
ORD0306,2023-02-03,CUST426,Smartphone,Electronics,601.66,2,West
ORD0307,2023-04-24,CUST295,Tablet,Electronics,1930.52,4,East
ORD0308,2023-10-08,CUST582,Camera,Electronics,1799.46,2,East
ORD0309,2023-12-27,CUST523,Tablet,Electronics,789.81,2,North
ORD0310,2023-06-27,CUST846,Tablet,Electronics,1007.46,1,East
ORD0311,2023-09-12,CUST961,Smartphone,Electronics,1700.52,2,South
ORD0312,2023-07-21,CUST158,Tablet,Electronics,1156.07,2,East
ORD0313,2023-11-16,CUST118,Headphones,Accessories,151.79,2,West
ORD0314,2023-09-18,CUST568,Tablet,Electronics,1660.33,3,South
ORD0315,2023-07-17,CUST699,Tablet,Electronics,1225.19,5,West
ORD0316,2023-08-02,CUST429,Smartphone,Electronics,558.32,3,East
ORD0317,2023-05-15,CUST807,Headphones,Accessories,385.01,4,East
ORD0318,2023-02-14,CUST494,Headphones,Accessories,1926.37,1,South
ORD0319,2023-08-01,CUST247,Headphones,Accessories,1087.22,3,East
ORD0320,2023-07-09,CUST414,Tablet,Electronics,1822.04,1,West
ORD0321,2023-03-17,CUST491,Camera,Electronics,223.8,2,South
ORD0322,2023-11-12,CUST962,Laptop,Electronics,180.15,5,West
ORD0323,2023-05-27,CUST238,Smartphone,Electronics,321.45,1,West
ORD0324,2023-12-25,CUST741,Camera,Electronics,349.96,4,North
ORD0325,2023-05-23,CUST224,Tablet,Electronics,995.62,3,North
ORD0326,2023-07-08,CUST985,Laptop,Electronics,476.76,5,South
ORD0327,2023-07-02,CUST734,Smartphone,Electronics,1762.87,2,West
ORD0328,2023-06-26,CUST168,Laptop,Electronics,1667.37,2,West
ORD0329,2023-03-23,CUST815,Smartphone,Electronics,1141.1,2,North
ORD0330,2023-09-01,CUST711,Laptop,Electronics,1397.64,5,South
ORD0331,2023-09-05,CUST573,Laptop,Electronics,893.58,4,North
ORD0332,2023-05-10,CUST411,Camera,Electronics,1710.24,4,South
ORD0333,2023-06-12,CUST927,Headphones,Accessories,739.55,2,South
ORD0334,2023-05-02,CUST946,Camera,Electronics,846.8,2,North
ORD0335,2023-02-21,CUST498,Camera,Electronics,1743.83,3,West
ORD0336,2023-09-15,CUST579,Smartphone,Electronics,1186.3,2,South
ORD0337,2023-08-30,CUST611,Laptop,Electronics,851.85,5,West
ORD0338,2023-10-08,CUST167,Laptop,Electronics,1246.2,3,East
ORD0339,2023-01-15,CUST255,Headphones,Accessories,1039.61,1,South
ORD0340,2023-05-07,CUST259,Laptop,Electronics,461.92,4,South
ORD0341,2023-07-27,CUST696,Headphones,Accessories,1962.76,5,West
ORD0342,2023-11-20,CUST541,Smartphone,Electronics,1479.23,2,North
ORD0343,2023-05-15,CUST884,Headphones,Accessories,777.7,5,South
ORD0344,2023-04-10,CUST525,Camera,Electronics,419.74,3,East
ORD0345,2023-09-16,CUST416,Laptop,Electronics,860.99,2,West
ORD0346,2023-04-24,CUST684,Smartphone,Electronics,1155.52,5,North
ORD0347,2023-05-18,CUST148,Headphones,Accessories,1163.19,2,East
ORD0348,2023-12-15,CUST444,Headphones,Accessories,1490.1,5,South
ORD0349,2023-01-26,CUST272,Smartphone,Electronics,1267.83,4,South
ORD0350,2023-06-17,CUST200,Smartphone,Electronics,508.88,1,West
ORD0351,2023-10-04,CUST141,Camera,Electronics,1685.5,3,East
ORD0352,2023-08-12,CUST906,Headphones,Accessories,983.86,2,North
ORD0353,2023-07-17,CUST715,Laptop,Electronics,1344.9,4,South
ORD0354,2023-12-19,CUST897,Tablet,Electronics,1672.58,5,East
ORD0355,2023-09-12,CUST657,Smartphone,Electronics,1220.57,2,East
ORD0356,2023-08-06,CUST436,Smartphone,Electronics,918.92,5,North
ORD0357,2023-11-27,CUST750,Headphones,Accessories,361.19,5,East
ORD0358,2023-06-28,CUST191,Smartphone,Electronics,1165.65,1,South
ORD0359,2023-06-25,CUST100,Laptop,Electronics,1130.04,3,North
ORD0360,2023-05-10,CUST599,Camera,Electronics,1999.93,4,West
ORD0361,2023-08-02,CUST352,Headphones,Accessories,305.97,2,South
ORD0362,2023-01-26,CUST920,Tablet,Electronics,261.79,2,West
ORD0363,2023-01-30,CUST685,Tablet,Electronics,1486.31,2,East
ORD0364,2023-03-05,CUST407,Laptop,Electronics,131.62,1,South
ORD0365,2024-01-01,CUST103,Tablet,Electronics,844.76,2,South
ORD0366,2023-12-24,CUST592,Headphones,Accessories,729.29,3,East
ORD0367,2023-10-10,CUST949,Camera,Electronics,675.53,2,South
ORD0368,2023-06-08,CUST875,Smartphone,Electronics,969.17,3,North
ORD0369,2023-11-02,CUST462,Tablet,Electronics,659.71,4,East
ORD0370,2023-12-01,CUST521,Headphones,Accessories,1139.61,5,West
ORD0371,2023-11-01,CUST668,Headphones,Accessories,72.05,2,South
ORD0372,2023-01-08,CUST491,Camera,Electronics,1587.83,1,South
ORD0373,2023-09-13,CUST861,Headphones,Accessories,1156.8,5,West
ORD0374,2023-01-28,CUST343,Headphones,Accessories,716.57,1,East
ORD0375,2023-02-19,CUST781,Headphones,Accessories,1566.73,5,South
ORD0376,2023-05-02,CUST697,Smartphone,Electronics,1001.31,3,South
ORD0377,2023-02-12,CUST488,Tablet,Electronics,1288.76,3,South
ORD0378,2023-10-24,CUST375,Laptop,Electronics,1273.24,2,North
ORD0379,2023-03-19,CUST474,Headphones,Accessories,75.42,3,South
